Título,Nome da Rua,Número,Bairro,Cidade,Preço,Área,Quartos,Banheiros,Garagens
3 quartos,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 650.000,100,3  Quartos,1  Banheiro,1  Garagem
Apartamento 3,Endereço não disponível  Nações,,,Balneário Camboriú,R$ 1.499.000,132,3  Quartos,4  Banheiros,2  Garagens
Santos dumont,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 800.000 Cond.: R$ 400,120,2  Quartos,1  Banheiro,1  Garagem
Terreno á,Rua Monteiro Lobato  Praia dos Amores,,,Balneário Camboriú,R$ 2.400.000,,,,
Apartamento,Rua 1401,,10  Centro,Balneário Camboriú,R$ 2.380.000,149,3  Quartos,4  Banheiros,2  Garagens
Barbada!! 2,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 550.000,52,2  Quartos,1  Banheiro,1  Garagem
Quadriplex,Rua Guará  Ariribá,,,Balneário Camboriú,R$ 1.500.000,260,5  Quartos,4  Banheiros,3  Garagens
3 dorm,Endereço não disponível  Pioneiros,,,Balneário Camboriú,R$ 1.800.000 Cond.: R$ 730,117,3  Quartos,2  Banheiros,2  Garagens
Apartamento,Rua Julieta Lins,,1  Pioneiros,Balneário Camboriú,R$ 6.335.000,223,4  Quartos,5  Banheiros,3  Garagens
Apartamento,Rua 3310  Centro,,,Balneário Camboriú,R$ 2.250.000,129,3  Quartos,4  Banheiros,2  Garagens
Apt 2,Endereço não disponível  Nações,,,Balneário Camboriú,R$ 800.000,60,2  Quartos,2  Banheiros,1  Garagem
Sobrado tiplex,Endereço não disponível  Barra Sul,,,Balneário Camboriú,R$ 3.700.000,220,3  Quartos,4  Banheiros,2  Garagens
Apartamento,Rua 3250,,198  Centro,Balneário Camboriú,R$ 3.875.368,194,4  Quartos,2  Banheiros,3  Garagens
Apartamento garden,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 1.470.000 Cond.: R$ 500,61,2  Quartos,2  Banheiros,1  Garagem
Ap 2,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 1.300.000,106,2  Quartos,1  Banheiro,1  Garagem
Apartamento,Rua Jordânia,,199  Nações,Balneário Camboriú,R$ 999.215,109,2  Quartos,1  Banheiro,1  Garagem
Ap 2,Endereço não disponível  Jardim Iate Clube,,,Balneário Camboriú,R$ 650.000 Cond.: R$ 180,61,2  Quartos,3  Banheiros,1  Garagem
Alto padrão,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 3.400.000,190,3  Quartos,4  Banheiros,2  Garagens
Vitra by,Rua 3450,,37  Centro,Balneário Camboriú,R$ 4.395.000,377,4  Quartos,4  Banheiros,3  Garagens
Apartamento para,Rua 3300  Centro,,,Balneário Camboriú,R$ 2.700.000 Cond.: R$ 1.200,129,3  Quartos,4  Banheiros,3  Garagens
Golden bay,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 1.890.000 Cond.: R$ 1.279,178,3  Quartos,4  Banheiros,2  Garagens
Cobertura,3850,,230  Barra Sul,Balneário Camboriú,R$ 3.400.000 Cond.: R$ 1.600,296,5  Quartos,3  Banheiros,3  Garagens
Apartamento para,Avenida Do Estado Dalmo Vieira,,4295  Centro,Balneário Camboriú,R$ 850.000 Cond.: R$ 420,68,2  Quartos,2  Banheiros,2  Garagens
Horizon -,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 2.750.000,191,4  Quartos,4  Banheiros,3  Garagens
Sobrado,Rua Jacupemba  Ariribá,,,Balneário Camboriú,R$ 1.100.000,130,3  Quartos,4  Banheiros,4  Garagens
Apartamento em,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 1.466.850,98,3  Quartos,2  Banheiros,2  Garagens
Apartamento mobiliado,Rua 1111,,99  Centro,Balneário Camboriú,R$ 1.220.000 Cond.: R$ 400,87,3  Quartos,2  Banheiros,1  Garagem
Apartamento,Rua 3710,,60  Centro,Balneário Camboriú,R$ 3.482.947,160,4  Quartos,4  Banheiros,4  Garagens
Terreno,Avenida Hermógenes de Assis Feijó,,100  Barra,Balneário Camboriú,R$ 1.418.000,,,,
Titanium tower,Avenida Atlântica  Centro,,,Balneário Camboriú,R$ Confira,--,4  Quartos,5  Banheiros,4  Garagens
Apartamento mobiliado,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 2.900.000,170,3  Quartos,4  Banheiros,3  Garagens
Le parc,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 3.050.000 Cond.: R$ 1.953,349,3  Quartos,4  Banheiros,3  Garagens
Alto padrão,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 2.500.000,128,3  Quartos,4  Banheiros,2  Garagens
Apartamento,Avenida Atlântica,,670  Centro,Balneário Camboriú,R$ 12.890.000,289,4  Quartos,1  Banheiro,4  Garagens
Apartamento,Rua 1131,,121  Centro,Balneário Camboriú,R$ 740.000 Cond.: R$ 365,50,1  Quarto,1  Banheiro,1  Garagem
Apartamento,Rua 1001,,--  Centro,Balneário Camboriú,R$ 900.000 Cond.: R$ 750,148,3  Quartos,2  Banheiros,2  Garagens
"Puerto velero,",Rua 2500  Centro,,,Balneário Camboriú,R$ 2.470.000 Cond.: R$ 860,140,4  Quartos,4  Banheiros,3  Garagens
Apartamento para,Rua 3600.0,,120  Centro,Balneário Camboriú,R$ 4.712.571,171,4  Quartos,5  Banheiros,3  Garagens
1 quarto,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 520.000,40,1  Quarto,1  Banheiro,1  Garagem
Casa,Endereço não disponível  Praia do Estaleiro,,,Balneário Camboriú,R$ 1.290.000,230,2  Quartos,2  Banheiros,1  Garagem
Apartamento 3,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 1.890.000 Cond.: R$ 600,100,3  Quartos,4  Banheiros,2  Garagens
Terreno urbano,Endereço não disponível  Jardim Iate Clube,,,Balneário Camboriú,R$ 600.000,,,,
Apartamento diferenciado,Rua Israel,,375  Nações,Balneário Camboriú,R$ 1.700.000,134,3  Quartos,2  Banheiros,3  Garagens
Pátio estaleiro,Rua Hercelina M. Vieira  Praia do Estaleiro,,,Balneário Camboriú,R$ 4.950.000,34.923,4  Quartos,5  Banheiros,2  Garagens
Apartamento para,Rua Ercelina Vieira,,293  Praia do Estaleiro,Balneário Camboriú,R$ 5.480.000,298,4  Quartos,6  Banheiros,2  Garagens
Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 2.201.850,189,3  Quartos,1  Banheiro,2  Garagens
Frente mar,Endereço não disponível  Barra Sul,,,Balneário Camboriú,R$ 7.200.000 Cond.: R$ 1.500,380,4  Quartos,5  Banheiros,3  Garagens
Apartamento térreo,Rua Alécio Domingos,,100  Nova Esperança,Balneário Camboriú,R$ 445.000 Cond.: R$ 250,99,2  Quartos,2  Banheiros,1  Garagem
Apartamento mobiliado,Endereço não disponível  Pioneiros,,,Balneário Camboriú,R$ 2.800.000 Cond.: R$ 1.070,136,4  Quartos,3  Banheiros,4  Garagens
Apartamento para,Rua 904  Centro,,,Balneário Camboriú,R$ 1.900.000 Cond.: R$ 700,113,3  Quartos,3  Banheiros,2  Garagens
Apto 3,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 800.000,114,3  Quartos,2  Banheiros,1  Garagem
Apartamento,Endereço não disponível  Nova Esperança,,,Balneário Camboriú,R$ 9.300.000,237,4  Quartos,4  Banheiros,4  Garagens
Apartamento,Rua 4900  Centro,,,Balneário Camboriú,R$ 11.300.000 Cond.: R$ 1.151,237,4  Quartos,5  Banheiros,4  Garagens
Terreno,Rua 3712,,70  Centro,Balneário Camboriú,R$ 4.200.000,,,,
Prédio,Rua Alvin Bauer,,174  Centro,Balneário Camboriú,R$ Confira,,,,
Casa 2,Endereço não disponível  Ariribá,,,Balneário Camboriú,R$ 1.700.000,155,2  Quartos,3  Banheiros,3  Garagens
Frente mar,Endereço não disponível  Centro,,,Balneário Camboriú,R$ Confira,700,4  Quartos,4  Banheiros,2  Garagens
Apartamento,Rua 2050,,279  Centro,Balneário Camboriú,R$ 2.914.000,260,4  Quartos,4  Banheiros,3  Garagens
Prédio,Avenida Atlântica,,1960  Centro,Balneário Camboriú,R$ Confira,,,,
Ana capri,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 1.300.000 Cond.: R$ 600,142,2  Quartos,2  Banheiros,2  Garagens
Apartamento duplex,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 3.090.000,260,4  Quartos,4  Banheiros,2  Garagens
Quadra mar,Rua 4000  Centro,,,Balneário Camboriú,R$ 2.450.000,155,1  Quarto,4  Banheiros,4  Garagens
Apartamento,Rua 2000,,1  Centro,Balneário Camboriú,R$ 2.626.000 Cond.: R$ 1.000,135,3  Quartos,4  Banheiros,3  Garagens
Sala comercial,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 1.390.000,,,,
Cobertura duplex,Endereço não disponível  Pioneiros,,,Balneário Camboriú,R$ 3.550.000,262,3  Quartos,4  Banheiros,2  Garagens
Apartamento para,Rua 1111,,59  Centro,Balneário Camboriú,R$ 2.500.000,142,4  Quartos,5  Banheiros,3  Garagens
Cobertura mobiliada,Rua 2300,,--  Centro,Balneário Camboriú,R$ 1.500.000,150,3  Quartos,2  Banheiros,1  Garagem
Apartamento a,Endereço não disponível  Vila Real,,,Balneário Camboriú,R$ 335.000 Cond.: R$ 190,48,1  Quarto,1  Banheiro,1  Garagem
Apartamento,Rua 2400,,441  Centro,Balneário Camboriú,R$ 2.136.026,150,4  Quartos,1  Banheiro,3  Garagens
Apartamentos em,Endereço não disponível  Barra,,,Balneário Camboriú,R$ 690.000,86,2  Quartos,2  Banheiros,1  Garagem
Terreno na,Endereço não disponível  Municípios,,,Balneário Camboriú,R$ 31.500.000,,,,
Monte olympos,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 4.800.000 Cond.: R$ 1.700,217,4  Quartos,6  Banheiros,2  Garagens
Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 2.500.000 Cond.: R$ 0,137,3  Quartos,4  Banheiros,2  Garagens
Apartamento novo,Avenida do Estado Dalmo Vieira  Centro,,,Balneário Camboriú,R$ 2.300.000 Cond.: R$ 1.300,129,4  Quartos,3  Banheiros,2  Garagens
Casa 3,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 1.090.000,110,3  Quartos,2  Banheiros,4  Garagens
3 dormitorios,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 900.000,94,3  Quartos,2  Banheiros,2  Garagens
Prédio,Jacob Schimidt,,225  Pioneiros,Balneário Camboriú,R$ Confira,,,,
Apartamento,Avenida Atlântica  Centro,,,Balneário Camboriú,R$ 1.250.000 Cond.: R$ 600,,,,
Apto pronto,Endereço não disponível  Barra Sul,,,Balneário Camboriú,R$ 2.850.000,154,4  Quartos,2  Banheiros,3  Garagens
Apartamento frente,Avenida Atlântica,,--  Centro,Balneário Camboriú,R$ 3.800.000,,,,
Oportunidade em,Rua 3310  Centro,,,Balneário Camboriú,R$ 2.050.000,220,3  Quartos,4  Banheiros,2  Garagens
Residencial ilha,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 734.900,62,2  Quartos,2  Banheiros,1  Garagem
Apartamento,Rua 4600  Barra Sul,,,Balneário Camboriú,R$ 6.170.000,194,4  Quartos,6  Banheiros,3  Garagens
Terreno comercial,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 1.490.000,,,,
Apartamento,Rua Alemanha,,10  Nações,Balneário Camboriú,R$ 900.000 Cond.: R$ 300,90,2  Quartos,2  Banheiros,1  Garagem
Apartamento,Rua 1301,,412  Centro,Balneário Camboriú,R$ 636.000 Cond.: R$ 350,,,,
Apartamento para,Rua 1536,,170  Centro,Balneário Camboriú,R$ 3.424.744,173,3  Quartos,4  Banheiros,2  Garagens
Apartamento 5,Avenida Atlântica,,4370  Centro,Balneário Camboriú,R$ 12.000.000 Cond.: R$ 3.950,257,5  Quartos,5  Banheiros,5  Garagens
Prédio,Rua 2300,,575  Centro,Balneário Camboriú,R$ Confira,,,,
Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 1.500.000 Cond.: R$ 1.076,197,3  Quartos,1  Banheiro,2  Garagens
Apartamento pronto,Rua 3618,,29  Centro,Balneário Camboriú,R$ 3.650.000,137,3  Quartos,4  Banheiros,4  Garagens
Terreno,Rua José Cesário Pereira  Nova Esperança,,,Balneário Camboriú,R$ 1.200.000,,,,
Alto padrão,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 2.000.000,265,3  Quartos,4  Banheiros,2  Garagens
Terreno quadra,Endereço não disponível  Praia do Estaleirinho,,,Balneário Camboriú,R$ 1.390.000,,,,
Apartamento blue,Endereço não disponível  Pioneiros,,,Balneário Camboriú,R$ 5.010.000,,,,
Apartamento,Avenida Atlântica,,5770  Centro,Balneário Camboriú,R$ 10.600.000 Cond.: R$ 2.100,,,,
Alto padrão,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 1.690.000 Cond.: R$ 247,113,3  Quartos,4  Banheiros,2  Garagens
Apto 3,Endereço não disponível  Nações,,,Balneário Camboriú,R$ 923.204,65,3  Quartos,2  Banheiros,1  Garagem
Casa,Endereço não disponível  Barra,,,Balneário Camboriú,R$ 35.000.000,1.500,6  Quartos,8  Banheiros,4  Garagens
Apartamento mobiliado,Avenida Atlântica,,5720  Centro,Balneário Camboriú,R$ 11.000.000,238,4  Quartos,5  Banheiros,4  Garagens
Ap 4,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 2.830.000,167,4  Quartos,5  Banheiros,3  Garagens
Casa -,Endereço não disponível  Nova Esperança,,,Balneário Camboriú,R$ 8.000.000,2.339,3  Quartos,2  Banheiros,5  Garagens
Apartamento,Rua 2328,,145  Centro,Balneário Camboriú,R$ 1.300.000 Cond.: R$ 800,110,2  Quartos,2  Banheiros,2  Garagens
Apartamento a,Rua Julieta Lins,,32  Pioneiros,Balneário Camboriú,R$ 8.450.000,165,3  Quartos,4  Banheiros,4  Garagens
Apartamento,Rua 620,,110  Centro,Balneário Camboriú,R$ 2.530.000,128,3  Quartos,1  Banheiro,2  Garagens
Frente mar,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 14.490.000,368,4  Quartos,5  Banheiros,5  Garagens
Prédio,Rua Julieta Lins,,32  Pioneiros,Balneário Camboriú,R$ Confira,,,,
Monte olympos,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 4.800.000 Cond.: R$ 1.700,217,4  Quartos,6  Banheiros,2  Garagens
Apartamento,Rua 3110  Centro,,,Balneário Camboriú,R$ 3.205.000,182,4  Quartos,4  Banheiros,3  Garagens
Iconic tower,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 3.033.000,279,4  Quartos,4  Banheiros,2  Garagens
Apartamento,Rua 2870  Centro,,,Balneário Camboriú,R$ 5.730.000,178,4  Quartos,5  Banheiros,3  Garagens
San paolo,Rua 2870,,155  Centro,Balneário Camboriú,R$ 4.240.000,252,4  Quartos,1  Banheiro,3  Garagens
Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 3.990.000,,,,
Vila madalena,Endereço não disponível  Nações,,,Balneário Camboriú,R$ 993.545,63,2  Quartos,2  Banheiros,1  Garagem
Apartamento mobiliado,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 990.000 Cond.: R$ 510,60,2  Quartos,2  Banheiros,1  Garagem
Cobertura,Avenida Atlântica  Centro,,,Balneário Camboriú,R$ 14.000.000 Cond.: R$ 3.000,600,4  Quartos,5  Banheiros,2  Garagens
Ap quadra,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 950.000,160,3  Quartos,3  Banheiros,1  Garagem
Apartamento no,Rua 201,,100  Centro,Balneário Camboriú,R$ 1.950.000 Cond.: R$ 580,170,4  Quartos,3  Banheiros,1  Garagem
Sala comercial,Rua 2950,,369  Centro,Balneário Camboriú,R$ 1.009.012,,,,
Casa em,Endereço não disponível  Ariribá,,,Balneário Camboriú,R$ 6.000.000,,,,
Apto novo,Endereço não disponível  Ariribá,,,Balneário Camboriú,R$ 675.700,65,2  Quartos,2  Banheiros,1  Garagem
Bairro das,Endereço não disponível  Nações,,,Balneário Camboriú,R$ 809.000,100,2  Quartos,2  Banheiros,1  Garagem
Prédio,Rua Áustria,,144  Nações,Balneário Camboriú,R$ Confira,,,,
Apartamento frente,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 6.500.000,175,3  Quartos,5  Banheiros,2  Garagens
Casa em,Endereço não disponível  Barra,,,Balneário Camboriú,R$ 3.800.000 Cond.: R$ 450,283,3  Quartos,4  Banheiros,2  Garagens
Sapphire tower,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 12.950.000,298,5  Quartos,4  Banheiros,4  Garagens
Apartamento,Avenida Brasil  Centro,,,Balneário Camboriú,R$ 5.134.000,170,4  Quartos,4  Banheiros,4  Garagens
Apartamento,Rua 3250,,198  Centro,Balneário Camboriú,R$ 4.277.246,246,4  Quartos,2  Banheiros,3  Garagens
Casa,Rua Hercelina M Vieira  Praia do Estaleiro,,,Balneário Camboriú,R$ 2.150.000 Cond.: R$ 1.300,170,4  Quartos,4  Banheiros,2  Garagens
Skyline tower,Endereço não disponível  Pioneiros,,,Balneário Camboriú,R$ 5.400.000,365,4  Quartos,5  Banheiros,4  Garagens
Excelente apartamento,Rua 1201,,493  Centro,Balneário Camboriú,R$ 3.895.330 Cond.: R$ 2.000,229,3  Quartos,4  Banheiros,4  Garagens
Apartamento quadra,Endereço não disponível  Barra Sul,,,Balneário Camboriú,R$ 1.300.000,160,3  Quartos,2  Banheiros,1  Garagem
Apartamento,Rua 3250,,100  Centro,Balneário Camboriú,R$ 3.180.000 Cond.: R$ 1.100,161,4  Quartos,5  Banheiros,3  Garagens
Hamptons village,Rua 3700,,415  Centro,Balneário Camboriú,R$ 3.700.000,123,4  Quartos,5  Banheiros,3  Garagens
5 suítes,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 6.200.000 Cond.: R$ 2.015,265,5  Quartos,7  Banheiros,5  Garagens
Apartamento,Rua 3450,,170  Centro,Balneário Camboriú,R$ 2.450.000 Cond.: R$ 1.200,130,3  Quartos,4  Banheiros,3  Garagens
Apartamento mobiliado,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 529.000 Cond.: R$ 190,50,1  Quarto,1  Banheiro,1  Garagem
Apartamento duplex,Avenida Normando Tedesco,,1333  Centro,Balneário Camboriú,R$ 13.590.000,421,7  Quartos,8  Banheiros,4  Garagens
Terreno para,Av. Arapongas,,455  Ariribá,Balneário Camboriú,R$ 1.100.000,,,,
Apartamento na,Rua 1500,,16  Centro,Balneário Camboriú,R$ 3.150.000,153,6  Quartos,4  Banheiros,3  Garagens
Apartamento 2,Rua Israel,,431  Nações,Balneário Camboriú,R$ 1.100.000 Cond.: R$ 507,67,2  Quartos,2  Banheiros,2  Garagens
Apartamento no,Rua Francisco Manoel De Souza,,82  Barra Norte,Balneário Camboriú,R$ 2.700.000 Cond.: R$ 700,135,4  Quartos,3  Banheiros,3  Garagens
Lançamento 4,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 4.490.000,178,4  Quartos,5  Banheiros,3  Garagens
Prédio,Rua Protásio Boaventura Caetano,,145  Pioneiros,Balneário Camboriú,R$ Confira,,,,
4 suítes,Rua 1131  Centro,,,Balneário Camboriú,R$ 2.650.000 Cond.: R$ 1.016,147,4  Quartos,5  Banheiros,4  Garagens
Apartamento a,Rua 3900,,155  Barra Sul,Balneário Camboriú,R$ 3.800.000 Cond.: R$ 1.200,151,4  Quartos,3  Banheiros,3  Garagens
Casa em,Rua Rouxinol,,151  Ariribá,Balneário Camboriú,R$ 730.000 Cond.: R$ 350,56,2  Quartos,1  Banheiro,1  Garagem
Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 3.830.100,146,4  Quartos,5  Banheiros,3  Garagens
Apartamento para,Rua Francisco Manoel de Souza,,82  Pioneiros,Balneário Camboriú,R$ 2.200.000 Cond.: R$ 900,135,4  Quartos,4  Banheiros,3  Garagens
Apartamento,4600,,2  Barra Sul,Balneário Camboriú,R$ 8.500.000,328,4  Quartos,5  Banheiros,3  Garagens
Oportunidade para,Rua Arthur Max Dôose,,183  Pioneiros,Balneário Camboriú,R$ 638.000,,,,
Apartamento diferenciado,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 3.290.492,173,3  Quartos,4  Banheiros,2  Garagens
Apartamento a,Rua Romeu Pereira,,23  Pioneiros,Balneário Camboriú,R$ 6.200.000,190,4  Quartos,6  Banheiros,3  Garagens
Apartamento na,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 3.300.000 Cond.: R$ 1.000,146,3  Quartos,4  Banheiros,3  Garagens
Apartamento,Rua 1401,,100  Centro,Balneário Camboriú,R$ 2.500.000 Cond.: R$ 1.000,180,3  Quartos,4  Banheiros,1  Garagem
Apartamento vista,Rua Romeu Pereira,,23  Pioneiros,Balneário Camboriú,R$ 6.500.000 Cond.: R$ 1.700,190,4  Quartos,5  Banheiros,4  Garagens
Apto quadra,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 970.000,90,3  Quartos,2  Banheiros,1  Garagem
Apartamento,Avenida Brasil,,999  Centro,Balneário Camboriú,R$ 2.850.000 Cond.: R$ 1.280,162,3  Quartos,5  Banheiros,3  Garagens
Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 2.370.000 Cond.: R$ 1.195,132,3  Quartos,4  Banheiros,3  Garagens
Apartamento,Rua 2870  Centro,,,Balneário Camboriú,R$ 1.650.000 Cond.: R$ 1.210,121,3  Quartos,3  Banheiros,2  Garagens
Apartamento,Endereço não disponível  Pioneiros,,,Balneário Camboriú,R$ 6.500.000,320,4  Quartos,5  Banheiros,4  Garagens
"Apartamento, balneário",Rua 1301,,339  Centro,Balneário Camboriú,R$ 2.200.000,134,3  Quartos,4  Banheiros,3  Garagens
Empreendimento em,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 1.940.000,220,3  Quartos,4  Banheiros,2  Garagens
Apartamento,Avenida Atlântica  Centro,,,Balneário Camboriú,R$ 3.400.000 Cond.: R$ 850,79,2  Quartos,2  Banheiros,2  Garagens
Prédio,Jacob Schimidt,,10  Pioneiros,Balneário Camboriú,R$ Confira,,,,
Apartamento 2,Endereço não disponível  Pioneiros,,,Balneário Camboriú,R$ 1.600.000 Cond.: R$ 728,155,3  Quartos,3  Banheiros,1  Garagem
Ibiza towers,Endereço não disponível  Barra Sul,,,Balneário Camboriú,R$ 11.200.000,464,4  Quartos,4  Banheiros,4  Garagens
Centro,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 2.530.000,169,3  Quartos,4  Banheiros,2  Garagens
Prédio,Avenida do Estado Dalmo Vieira,,195  Praia dos Amores,Balneário Camboriú,R$ Confira,,,,
Edifício vermont,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 4.800.000 Cond.: R$ 3.500,429,3  Quartos,5  Banheiros,3  Garagens
Apartamento mobiliado,Endereço não disponível  Pioneiros,,,Balneário Camboriú,R$ 2.600.000,220,4  Quartos,5  Banheiros,2  Garagens
Excelente apartamento,Rua 1201,,493  Centro,Balneário Camboriú,R$ 3.854.700 Cond.: R$ 2.000,222,4  Quartos,5  Banheiros,4  Garagens
Apartamento mobiliado,Endereço não disponível  Vila Real,,,Balneário Camboriú,R$ 390.000,,,,
Apartamento para,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 4.770.000 Cond.: R$ 1.800,196,3  Quartos,4  Banheiros,2  Garagens
Residencial tropical,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 490.000 Cond.: R$ 311,57,1  Quarto,1  Banheiro,1  Garagem
Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 1.690.000 Cond.: R$ 594,102,3  Quartos,2  Banheiros,2  Garagens
Apartamento,Rua Bruno Silva  Pioneiros,,,Balneário Camboriú,R$ 4.280.800,174,4  Quartos,5  Banheiros,4  Garagens
Apartamento 03,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 1.166.000,102,3  Quartos,2  Banheiros,1  Garagem
Apartamento,Rua 2300,,190  Centro,Balneário Camboriú,R$ 3.950.000 Cond.: R$ 1.400,151,3  Quartos,4  Banheiros,2  Garagens
"Apartamento, 2",Rua Anitápolis  Vila Real,,,Balneário Camboriú,R$ 530.000 Cond.: R$ 450,64,2  Quartos,1  Banheiro,1  Garagem
Apartamento para,Avenida do Estado Dalmo Vieira  Pioneiros,,,Balneário Camboriú,R$ 1.800.000 Cond.: R$ 650,128,3  Quartos,3  Banheiros,2  Garagens
Apartamento,Endereço não disponível  Nações,,,Balneário Camboriú,R$ 550.000,77,1  Quarto,1  Banheiro,1  Garagem
Apartamento a,Rua 981,,160  Centro,Balneário Camboriú,R$ 1.480.000 Cond.: R$ 1.000,96,3  Quartos,2  Banheiros,1  Garagem
Frente para,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 6.000.000,251,3  Quartos,5  Banheiros,2  Garagens
Lançamento na,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 7.500.000,320,4  Quartos,5  Banheiros,3  Garagens
Apartamento 4,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 1.550.000,140,4  Quartos,4  Banheiros,3  Garagens
Excelente apartamento,Rua 1201,,493  Centro,Balneário Camboriú,R$ 3.234.790 Cond.: R$ 2.000,175,3  Quartos,4  Banheiros,3  Garagens
Apartamento para,Rua 2300  Centro,,,Balneário Camboriú,R$ 2.500.000,120,3  Quartos,4  Banheiros,3  Garagens
Apartamento a,Rua 1021,,--  Centro,Balneário Camboriú,R$ 650.000,70,2  Quartos,1  Banheiro,1  Garagem
Gran palazzo,Avenida Atlântica,,5200  Barra Sul,Balneário Camboriú,R$ 7.300.000,157,3  Quartos,4  Banheiros,2  Garagens
Apartamento,Rua 3146,,70  Centro,Balneário Camboriú,R$ 1.272.000 Cond.: R$ 512,101,2  Quartos,1  Banheiro,2  Garagens
Bréscia -,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 4.712.571,363,4  Quartos,4  Banheiros,3  Garagens
Apartamento 2,Rua 1401,,316  Centro,Balneário Camboriú,R$ 1.800.000 Cond.: R$ 780,113,2  Quartos,3  Banheiros,2  Garagens
Excelente apartamento,Rua 2500,,--  Centro,Balneário Camboriú,R$ 980.000 Cond.: R$ 600,99,2  Quartos,2  Banheiros,1  Garagem
Apto alto,Endereço não disponível  Centro,,,Balneário Camboriú,R$ 2.445.800,143,4  Quartos,4  Banheiros,4  Garagens
Excelente terreno,Endereço não disponível  Praia do Estaleirinho,,,Balneário Camboriú,R$ 2.250.000,,,,
Apartamento no,Avenida Atlântica,,4540  Centro,Balneário Camboriú,R$ 2.950.000 Cond.: R$ 616,70,2  Quartos,2  Banheiros,1  Garagem
Cobertura,Avenida Brasil,,3551  Centro,Balneário Camboriú,R$ 5.349.000 Cond.: R$ 1.228,245,3  Quartos,3  Banheiros,5  Garagens
Cobertura,Rua Carlos Drummond de Andrade,,777  Praia dos Amores,Balneário Camboriú,R$ 2.990.000,166,3  Quartos,3  Banheiros,3  Garagens
Apartamento alto,Rua 2414,,150  Centro,Balneário Camboriú,R$ 3.450.000,,,,
Apartamento para,3ª Avenida,,1472  Centro,Balneário Camboriú,R$ 2.554.872,140,4  Quartos,1  Banheiro,2  Garagens
Apartamento,Rua 2000,,125  Centro,Balneário Camboriú,R$ 5.323.064,169,4  Quartos,1  Banheiro,3  Garagens
Casa,Rua 2350,,1470  Centro,Balneário Camboriú,R$ 1.500.000,59,4  Quartos,1  Banheiro,2  Garagens
Apto 2,Endereço não disponível  Nações,,,Balneário Camboriú,R$ 750.000 Cond.: R$ 432,62,2  Quartos,2  Banheiros,2  Garagens
